,Ticker,Date,Time,Link,Title
23,tsla,Oct-15-19,04:11AM,https://www.thestreet.com/investing/stocks/tesla-powerwall-home-battery-installations-japan-15126467?puc=yahoo&cm_ven=YAHOO&yptr=yahoo,[video]Tesla Poised To Begin Powerwall Home Battery Installations in Japan: Reports
24,tsla,Oct-15-19,02:58AM,https://www.thestreet.com/investing/stocks/what-to-watch-when-tesla-reports-third-quarter-results-15125709?puc=yahoo&cm_ven=YAHOO&yptr=yahoo,[video]4 Key Things to Watch When Tesla Reports Its Third-Quarter Results
25,tsla,Oct-14-19,03:27PM,https://www.barrons.com/articles/tesla-stock-looks-better-than-you-think-51571081174?siteid=yhoof2&yptr=yahoo,Tesla Stock Looks Better Than You Think. Take a Look at the Competition.
26,tsla,Oct-14-19,01:50PM,https://finance.yahoo.com/news/faraday-future-founder-files-bankruptcy-175030275.html,Faraday Future founder files for bankruptcy to repay personal debts
27,tsla,Oct-14-19,11:15AM,https://finance.yahoo.com/news/porsche-debuts-taycan-4s-entry-151539607.html,"Porsche Debuts The Taycan 4S, Its New 'Entry Level' Electric Car"
28,tsla,Oct-14-19,05:01AM,https://finance.yahoo.com/news/tesla-stock-investors-seeing-stability-090117722.html,"Are Tesla Stock Investors Seeing Some Stability, at Last? (Uh, No)"
29,tsla,Oct-13-19,01:58PM,https://finance.yahoo.com/news/beware-funny-financials-000005786.html,Beware of Funny Financials
30,tsla,Oct-12-19,11:31AM,https://finance.yahoo.com/news/uber-mobility-transport-car-sharing-disrupt-berlin-153120508.html,'One app to rule them all is dead': How Uber and Lyft can get disrupted
31,tsla,Oct-11-19,06:30PM,https://finance.yahoo.com/news/teslas-tsla-rally-could-opportunity-223010798.html,Tesla's (TSLA) Rally Could Be An Opportunity
32,tsla,Oct-11-19,06:00PM,https://finance.yahoo.com/news/unprecedented-blackouts-6-gasoline-california-220000224.html,Unprecedented Blackouts And $6 Gasoline: Californias Energy Crisis
33,tsla,Oct-11-19,01:57PM,https://finance.yahoo.com/video/factors-driving-growth-space-sector-175744321.html,Factors driving growth in space sector
34,tsla,Oct-11-19,12:45PM,https://finance.yahoo.com/news/zacks-analyst-blog-highlights-general-154203366.html,"The Zacks Analyst Blog Highlights: General Motors, LKQ, Tesla, Volkswagen and AutoZone"
35,tsla,Oct-11-19,12:02PM,https://finance.yahoo.com/news/10-groundbreaking-technologies-created-universities-160249422.html,10 Groundbreaking Technologies Created by Universities
36,tsla,Oct-11-19,11:41AM,https://finance.yahoo.com/news/chinese-vc-investment-fleeing-the-us-in-2019-154146307.html,"Chinese VC money, once red-hot, is fleeing the US"
37,tsla,Oct-11-19,10:30AM,https://finance.yahoo.com/news/battery-lead-quiet-revolution-143005609.html,How a Battery Can Lead a Quiet Revolution
38,tsla,Oct-11-19,10:19AM,https://www.investopedia.com/articles/personal-finance/061015/how-elon-musk-became-elon-musk.asp?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral&yptr=yahoo,How Elon Musk Became Elon Musk: Elon Musk's Early Years
39,tsla,Oct-11-19,09:56AM,https://finance.yahoo.com/news/tesla-tsla-witnesses-record-model-135601297.html,Tesla (TSLA) Witnesses Record Model 3 Delivery in the UK
40,tsla,Oct-11-19,09:53AM,https://finance.yahoo.com/news/trade-war-controversies-thwart-teslas-135301998.html,Will Trade War and Controversies Thwart Tesla's Growth?
41,tsla,Oct-11-19,08:09AM,https://news.yahoo.com/tesla-drivers-hook-app-parking-120924333.html,Tesla drivers on the hook for 'app' parking accidents
42,tsla,Oct-11-19,06:06AM,https://news.yahoo.com/future-cars-toyota-doubles-down-100626848.html,"Future cars: Toyota doubles down, Dyson gives up"
43,tsla,Oct-11-19,01:30AM,https://finance.yahoo.com/news/20-richest-people-cars-053006367.html,These Are the 20 Richest People in Cars
44,tsla,Oct-11-19,12:54AM,https://finance.yahoo.com/news/dyson-scraps-plans-electric-car-165540964.html,Dyson Becomes Latest Sign That Electric-Car Bubble Is Bursting
45,tsla,Oct-10-19,05:45PM,https://finance.yahoo.com/news/tesla-tsla-gains-lags-market-214509767.html,Tesla (TSLA) Gains But Lags Market: What You Should Know
46,tsla,Oct-10-19,04:53PM,https://finance.yahoo.com/news/toyota-unveils-revamped-hydrogen-sedan-205333726.html,Toyota unveils revamped hydrogen sedan to take on Tesla
47,tsla,Oct-10-19,02:55PM,https://finance.yahoo.com/news/hedge-funds-bought-tesla-inc-185503497.html,Hedge Funds Bought Tesla Inc. (TSLA) Just Before Strong Gains in Share Price
48,tsla,Oct-10-19,02:15PM,https://finance.yahoo.com/news/james-dyson-shows-too-easy-181530748.html,James Dyson Shows It's Too Easy to Make Electric Cars
49,tsla,Oct-10-19,12:43PM,https://finance.yahoo.com/news/1-british-inventor-james-dyson-164324925.html,UPDATE 2-Britain's James Dyson scraps electric car project
50,tsla,Oct-10-19,11:31AM,https://finance.yahoo.com/news/auto-stock-roundup-autozone-buyback-153103149.html,"Auto Stock Roundup: AutoZone Buyback Boost, Tesla Q3 Deliveries &amp; More"
51,tsla,Oct-10-19,10:47AM,https://www.marketwatch.com/story/father-sues-tesla-after-son-killed-in-flaming-crash-2019-10-10?siteid=yhoof2&yptr=yahoo,Father sues Tesla after son killed in flaming crash
52,tsla,Oct-09-19,10:18PM,https://finance.yahoo.com/news/tesla-rushes-keep-california-blackout-021814791.html,Tesla Advises Customers Hit By California Blackout to Charge Up
53,tsla,Oct-09-19,07:48PM,https://finance.yahoo.com/video/teslas-big-bet-autopilot-may-234827338.html,Tesla's Big Bet on Autopilot May Come With a Few Deadly Crashes
54,tsla,Oct-09-19,04:45PM,https://www.marketwatch.com/story/tesla-to-report-q3-results-oct-23-2019-10-09?siteid=yhoof2&yptr=yahoo,Tesla to report Q3 results Oct. 23
55,tsla,Oct-09-19,04:36PM,https://finance.yahoo.com/news/tesla-announces-date-third-quarter-203633680.html,Tesla Announces Date for Third Quarter 2019 Financial Results and Webcast
56,tsla,Oct-09-19,01:02PM,https://finance.yahoo.com/news/cameras-replace-car-mirrors-u-170211715.html,Should Cameras Replace Car Mirrors? U.S. Regulators Want to Know
57,tsla,Oct-09-19,12:30PM,https://finance.yahoo.com/news/trumps-trade-war-casts-black-cloud-over-elon-musks-tesla-163013063.html,Trump's trade war casts black cloud over Elon Musk's Tesla
58,tsla,Oct-09-19,11:46AM,https://finance.yahoo.com/news/consumer-reports-calls-tesla-automated-154040727.html,Consumer Reports calls Tesla automated parking 'glitchy'
59,tsla,Oct-09-19,11:36AM,https://finance.yahoo.com/news/tesla-smart-summon-feature-called-153607119.html,Tesla Smart Summon Feature Called Glitchy by Consumer Reports
60,tsla,Oct-09-19,11:23AM,https://finance.yahoo.com/news/why-gasoline-car-ev-horse-152330026.html,Why the Gasoline Car to the EV Is Like the Horse to the Car
61,tsla,Oct-09-19,11:12AM,https://finance.yahoo.com/news/consumer-reports-calls-tesla-automated-151216686.html,Consumer Reports calls Tesla automated parking &quot;glitchy&quot;
62,tsla,Oct-09-19,10:44AM,https://www.bizjournals.com/atlanta/news/2019/10/09/ups-makes-3-year-450m-commitment-to-expand-natural.html?ana=yahoo&yptr=yahoo,"UPS makes 3-year, $450M commitment to expand natural gas fleet"
63,tsla,Oct-09-19,09:46AM,https://finance.yahoo.com/news/renault-planning-compete-tesla-electric-134624816.html,Renault Planning To Compete With Tesla In The Electric Market
64,tsla,Oct-09-19,07:08AM,https://www.marketwatch.com/story/teslas-smart-summon-feature-is-glitchy-and-works-intermittently-consumer-reports-2019-10-09?siteid=yhoof2&yptr=yahoo,Tesla's 'Smart Summon' feature is glitchy and works intermittently: Consumer Reports
65,tsla,Oct-08-19,11:00PM,https://finance.yahoo.com/news/renault-mulls-bigger-electric-car-030000250.html,Renault Plans Bigger Electric Car to Rival Tesla and VW
66,tsla,Oct-08-19,06:36PM,https://finance.yahoo.com/news/tesla-cell-supplier-hires-battery-194737271.html,Teslas Cell Supplier Hires Battery Expert for Key Gigafactory Job
67,tsla,Oct-08-19,04:12PM,https://www.investors.com/news/nio-stock-pops-q3-electric-suv-deliveries-jump/?src=A00220&yptr=yahoo,China's Tesla Pops As Q3 Deliveries Of Electric SUVs Jump 35%
68,tsla,Oct-08-19,04:00PM,https://finance.yahoo.com/news/trade-talks-loom-over-oil-200000567.html,Trade Talks Loom Over Oil
69,tsla,Oct-08-19,03:12PM,https://www.marketwatch.com/story/why-its-only-a-matter-of-time-before-oil-runs-out-of-gas-and-electric-vehicles-power-ahead-2019-10-08?siteid=yhoof2&yptr=yahoo,Why its only a matter of time before oil runs out of gas and electric vehicles power ahead
70,tsla,Oct-08-19,11:23AM,https://finance.yahoo.com/news/musk-top-advisers-urged-twitter-152324220.html,Musks Top Advisers Urged Twitter Break After Cave Diver Attack
71,tsla,Oct-08-19,10:18AM,https://www.barrons.com/articles/china-auto-market-bottom-out-nio-deliveries-tesla-51570544126?siteid=yhoof2&yptr=yahoo,"Chinas Auto Market Could Bottom Out This Year, Analyst Says"
72,tsla,Oct-08-19,09:47AM,https://finance.yahoo.com/news/volkswagen-posts-weak-september-us-134701593.html,"Volkswagen Posts Weak September US Car Sales, Bets Big on EVs"
73,tsla,Oct-08-19,08:46AM,https://finance.yahoo.com/news/don-t-buy-brown-tesla-124652358.html,Dont buy a brown Tesla
74,tsla,Oct-08-19,07:55AM,https://www.investopedia.com/richly-priced-market-failing-to-price-in-recession-faces-30-plunge-4772452?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral&yptr=yahoo,Richly Priced Market Failing to Price in Recession Faces 30% Plunge: Leuthold
75,tsla,Oct-07-19,04:29PM,https://finance.yahoo.com/news/tesla-not-likely-survive-recession-202926320.html,Tesla Will Not Likely Survive a Recession
76,tsla,Oct-07-19,03:14PM,https://finance.yahoo.com/news/todays-pickup-fool-final-mile-191434830.html,Today's Pickup: Fool On For The Final Mile; IMO 2020's Long Reach
77,tsla,Oct-07-19,02:57PM,https://finance.yahoo.com/news/best-worst-short-ideas-week-185712798.html,Best And Worst Short Ideas Of The Week
78,tsla,Oct-07-19,12:00PM,https://finance.yahoo.com/news/tesla-may-lose-80-value-160000673.html,Tesla May Lose 80% of Its Value
79,tsla,Oct-07-19,11:46AM,https://www.barrons.com/articles/tesla-stock-wont-rebound-until-profits-return-analyst-says-51570463201?siteid=yhoof2&yptr=yahoo,"Tesla Stock Wont Rebound Until Profits Return, Analyst Says"
80,tsla,Oct-07-19,11:25AM,https://finance.yahoo.com/news/tesla-acquires-canadian-battery-maker-152528935.html,Tesla Acquires Canadian Battery Maker Hibar Systems
81,tsla,Oct-07-19,10:20AM,https://www.bizjournals.com/sanjose/news/2019/10/07/yourtesla-crashes-while-you-summon-it-it-ll-be.html?ana=yahoo&yptr=yahoo,Your Tesla crashes while you summon it? Itll be your fault  for now
82,tsla,Oct-07-19,06:56AM,https://www.marketwatch.com/story/tesla-stock-reels-after-electric-car-makers-missed-sales-2019-10-03?siteid=yhoof2&yptr=yahoo,Tesla stock reels after electric car makers missed sales
83,tsla,Oct-07-19,06:22AM,https://finance.yahoo.com/news/harley-struggles-fire-generation-riders-102245712.html,Harley struggles to fire up new generation of riders with electric bike debut
84,tsla,Oct-07-19,06:00AM,https://finance.yahoo.com/news/focus-harley-struggles-fire-generation-100000471.html,FOCUS-Harley struggles to fire up new generation of riders with electric bike debut
85,tsla,Oct-05-19,11:42PM,https://www.investopedia.com/articles/markets/082115/how-ford-makes-money.asp?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral&yptr=yahoo,How Ford Makes Money
86,tsla,Oct-05-19,10:13AM,https://www.marketwatch.com/story/tesla-stock-falls-after-company-misses-third-quarter-delivery-expectations-2019-10-02?siteid=yhoof2&yptr=yahoo,Tesla stock falls after company misses third-quarter delivery expectations
87,tsla,Oct-04-19,05:45PM,https://finance.yahoo.com/news/tesla-tsla-stock-sinks-market-214509529.html,Tesla (TSLA) Stock Sinks As Market Gains: What You Should Know
88,tsla,Oct-04-19,05:36PM,https://finance.yahoo.com/news/1-tesla-automated-parking-problems-213628363.html,UPDATE 1-Tesla automated parking problems seen liability of app 'driver' for now
89,tsla,Oct-04-19,04:24PM,https://www.investors.com/news/stock-market-rally-tested-recession-fears-schwab-e-trade-td-ameritrade/?src=A00220&yptr=yahoo,Stock Market Rally Tested As Recession Fears Grow; Online Brokers Scrap Stock Trading Fees: Weekly Review
90,tsla,Oct-04-19,03:33PM,https://ca.news.yahoo.com/tesla-automated-parking-problems-seen-193328673.html,Tesla automated parking problems seen liability of app 'driver' for now
91,tsla,Oct-04-19,03:08PM,https://finance.yahoo.com/news/nhtsa-evaluating-complaint-alleged-flaw-152655196.html,Tesla Battery Flaw Cover-Up Claim to Be Evaluated by NHTSA
92,tsla,Oct-04-19,02:58PM,https://finance.yahoo.com/news/tesla-tsla-buys-deepscale-develop-185806602.html,Tesla (TSLA) Buys DeepScale to Develop Fully Autonomous Cars
93,tsla,Oct-04-19,02:49PM,https://finance.yahoo.com/news/tesla-sets-record-deliveries-stock-184904011.html,"Tesla Sets Record For Deliveries, But Stock Price Falls"
94,tsla,Oct-04-19,02:29PM,https://finance.yahoo.com/news/tesla-semi-electric-trucks-roll-182916326.html,Tesla Semi Electric Trucks Roll Into Frito-Lay Plant
95,tsla,Oct-04-19,12:56PM,https://finance.yahoo.com/news/u-nhtsa-reviewing-claims-2-165621310.html,"U.S. NHTSA reviewing claims 2,000 Tesla vehicles should have been recalled"
96,tsla,Oct-04-19,12:54PM,https://finance.yahoo.com/news/1-u-nhtsa-reviewing-claims-165406411.html,"UPDATE 3-U.S. agency reviews whether 2,000 Teslas should have been recalled"
97,tsla,Oct-04-19,12:48PM,https://finance.yahoo.com/news/look-benzinga-pros-most-searched-164833817.html,"A Look At Benzinga Pro's Most-Searched Tickers For October 4, 2019"
98,tsla,Oct-04-19,12:03PM,https://finance.yahoo.com/news/got-portfolio-cant-beat-webull-160336875.html,Got A Portfolio That Can't Be Beat? Webull Will Give You A Tesla Or Pay Down Your Student Loans If You Prove It
99,tsla,Oct-04-19,10:58AM,https://ca.finance.yahoo.com/news/nhtsa-reviewing-claims-2-000-145825429.html,"NHTSA reviewing claims 2,000 Tesla vehicles should have been recalled"
0,nio,Oct-16-19,03:53PM,https://finance.yahoo.com/news/volvo-vows-cut-carbon-footprint-110000500.html,Volvo Foots Bill for Battery Charges in Bid to Curb Emissions
1,nio,Oct-16-19,03:06PM,https://www.marketwatch.com/story/nios-stock-leans-on-bullish-engulfing-stock-price-chart-pattern-to-stop-further-weakness-2019-10-16?siteid=yhoof2&yptr=yahoo,Nios stock leans on bullish engulfing stock price chart pattern to stop further weakness
2,nio,Oct-16-19,09:53AM,https://finance.yahoo.com/news/chinas-auto-sales-still-free-135301145.html,China's Auto Sales Still in Free Fall: Any Recovery in Sight?
3,nio,Oct-16-19,09:25AM,https://finance.yahoo.com/news/report-suggests-china-halted-deal-132516127.html,Report Suggests China Has Halted Deal Talks With Nio: 'Risks Assessed Too Big'
4,nio,Oct-16-19,08:17AM,https://www.marketwatch.com/story/nios-stock-drops-after-report-that-talks-of-funding-for-a-new-factory-were-halted-2019-10-16?siteid=yhoof2&yptr=yahoo,Nio's stock drops after report that talks of funding for a new factory were halted
5,nio,Oct-15-19,11:31AM,https://finance.yahoo.com/news/nio-shares-trade-higher-report-153156980.html,Nio Shares Trade Higher On Report of Chinese Factory Deal Talks
6,nio,Oct-14-19,03:27PM,https://www.barrons.com/articles/tesla-stock-looks-better-than-you-think-51571081174?siteid=yhoof2&yptr=yahoo,Tesla Stock Looks Better Than You Think. Take a Look at the Competition.
7,nio,Oct-14-19,09:31AM,https://finance.yahoo.com/news/nio-stock-continues-flash-big-133141399.html,Nio Stock Continues to Flash Big Red Flags for Those Who Pay Attention
8,nio,Oct-11-19,09:53AM,https://finance.yahoo.com/news/trade-war-controversies-thwart-teslas-135301998.html,Will Trade War and Controversies Thwart Tesla's Growth?
9,nio,Oct-11-19,12:54AM,https://finance.yahoo.com/news/dyson-scraps-plans-electric-car-165540964.html,Dyson Becomes Latest Sign That Electric-Car Bubble Is Bursting
10,nio,Oct-10-19,04:57PM,https://finance.yahoo.com/news/nasdaq-ceo-adena-friedman-chinese-ip-os-are-in-our-economic-interest-205758531.html,Nasdaq CEO: Chinese IPOs are 'in our economic interest'
11,nio,Oct-10-19,02:15PM,https://finance.yahoo.com/news/james-dyson-shows-too-easy-181530748.html,James Dyson Shows It's Too Easy to Make Electric Cars
12,nio,Oct-09-19,11:55AM,https://finance.yahoo.com/news/nio-turned-corner-q3-delivery-155526460.html,Has Nio Turned A Corner With Q3 Delivery Beat?
13,nio,Oct-08-19,09:42AM,https://www.marketwatch.com/story/nio-shares-gain-after-delivery-numbers-top-outlook-2019-10-08?siteid=yhoof2&yptr=yahoo,Nio shares gain after delivery numbers top outlook
14,nio,Oct-08-19,04:00AM,https://finance.yahoo.com/news/nio-inc-provides-third-quarter-080000086.html,NIO Inc. Provides Third Quarter 2019 Delivery Update
15,nio,Oct-04-19,01:24PM,https://finance.yahoo.com/news/3-reasons-why-nio-stock-172447026.html,3 Reasons Why Nio Stock Is Stuck in Gear
16,nio,Oct-04-19,12:15PM,https://finance.yahoo.com/news/3-contrarian-reasons-believe-exxon-161515841.html,3 Contrarian Reasons to Believe in Exxon Mobil Stock
17,nio,Oct-04-19,10:38AM,https://finance.yahoo.com/news/don-t-confuse-nio-stock-143804422.html,"Dont Confuse Nio Stock With an Actual Investment, But"
18,nio,Oct-04-19,10:18AM,https://www.marketwatch.com/story/nios-stock-slips-in-volatile-trading-after-goldman-cuts-rating-slashes-price-target-by-85-2019-10-04?siteid=yhoof2&yptr=yahoo,"Nio's stock slips in volatile trading after Goldman cuts rating, slashes price target by 85%"
19,nio,Oct-01-19,01:03PM,https://finance.yahoo.com/news/nio-bailout-china-inc-170318121.html,Will NIO Get a Bailout From China Inc.?
20,nio,Sep-30-19,02:46PM,https://www.marketwatch.com/story/nios-stock-tumbles-toward-record-low-has-lost-half-its-value-in-7-days-2019-09-30?siteid=yhoof2&yptr=yahoo,"Nio's stock tumbles toward record low, has lost half its value in 7 days"
21,nio,Sep-30-19,10:03AM,https://finance.yahoo.com/news/nio-just-had-nightmare-week-065700107.html,Chinas Tesla Rival Just Had a Nightmare Week. It May Get Worse
22,nio,Sep-29-19,10:18PM,https://finance.yahoo.com/news/nio-running-empty-021846358.html,NIO Is Running on Empty
23,nio,Sep-27-19,12:42PM,https://www.marketwatch.com/story/huya-iqiyi-nio-luckin-coffee-baidu-and-pinduoduo-move-sharply-lower-on-listing-report-2019-09-27?siteid=yhoof2&yptr=yahoo,"Huya, iQiyi, Nio, Luckin Coffee, Baidu and Pinduoduo move sharply lower on listing report"
24,nio,Sep-27-19,01:09AM,https://finance.yahoo.com/news/edited-transcript-nio-n-earnings-124655727.html,Edited Transcript of NIO.N earnings conference call or presentation 25-Sep-19 12:00pm GMT
25,nio,Sep-25-19,03:32PM,https://news.yahoo.com/nio-aims-control-cash-burn-182119631.html,Nio raising more cash amid cost-cutting campaign
26,nio,Sep-25-19,03:26PM,https://finance.yahoo.com/news/nio-raising-more-cash-amid-192634662.html,Nio raising more cash amid cost-cutting campaign
27,nio,Sep-25-19,01:55PM,https://finance.yahoo.com/news/nio-aims-control-cash-burn-175513399.html,"Nio aims to control cash burn with smaller showrooms, leaner staff"
28,nio,Sep-25-19,01:46PM,https://finance.yahoo.com/news/reduce-holdings-2-stocks-174658086.html,Should You Reduce Holdings of These 2 Stocks?
29,nio,Sep-25-19,10:27AM,https://finance.yahoo.com/news/nio-rout-worsens-carmaker-fails-142738632.html,NIO Rout Worsens as Carmaker Fails to Allay Cash-Crunch Concerns
30,nio,Sep-25-19,04:30AM,https://finance.yahoo.com/news/china-tesla-rival-cut-global-135532436.html,Chinas Tesla Rival NIO Plunges 26% on Escalating Losses
31,nio,Sep-24-19,10:49PM,https://finance.yahoo.com/video/chinas-ev-marker-nio-posts-024956294.html,China's EV Marker NIO Posts Worse-Than-Expected Loss
32,nio,Sep-24-19,09:00PM,https://finance.yahoo.com/news/nio-inc-host-second-quarter-010000092.html,"NIO Inc. to Host Second Quarter 2019 Earnings Conference Call on Wednesday, September 25, 2019"
33,nio,Sep-24-19,05:27PM,https://www.bizjournals.com/sanjose/news/2019/09/24/nio-to-slash-one-fifth-of-global-workforce.html?ana=yahoo&yptr=yahoo,Nio to slash one-fifth of global workforce
34,nio,Sep-24-19,05:00PM,https://finance.yahoo.com/news/now-even-chinas-unicorns-having-210000535.html,Now Even China's Unicorns Are Having Trouble Raising Cash
35,nio,Sep-24-19,03:33PM,https://finance.yahoo.com/news/nio-earnings-nio-stock-slammed-193346207.html,NIO Earnings: NIO Stock Slammed by Disappointing Q2
36,nio,Sep-24-19,02:56PM,https://www.marketwatch.com/story/nios-stock-suffering-record-selloff-on-heavy-volume-tesla-shares-fall-as-well-2019-09-24?siteid=yhoof2&yptr=yahoo,Nio's stock suffering record selloff on heavy volume; Tesla shares fall as well
37,nio,Sep-24-19,02:25PM,https://finance.yahoo.com/news/tesla-investor-big-bet-china-182503065.html,Tesla Investors Big Bet on Chinas NIO Goes Awry
38,nio,Sep-24-19,01:35PM,https://finance.yahoo.com/news/chinese-ev-maker-nio-shares-122719134.html,Tesla rival Nio tumbles to record low after deliveries disappoint
39,nio,Sep-24-19,08:38AM,https://in.finance.yahoo.com/news/chinese-ev-maker-nio-shares-123818005.html,Tesla rival Nio tumbles to record low after deliveries disappoint
40,nio,Sep-24-19,07:41AM,https://www.marketwatch.com/story/nios-stock-tumbles-toward-record-low-after-loss-widens-sales-fall-and-job-cuts-planned-2019-09-24?siteid=yhoof2&yptr=yahoo,"Nio's stock tumbles toward record low after loss widens, sales fall and job cuts planned"
41,nio,Sep-24-19,07:15AM,https://finance.yahoo.com/news/nio-eliminate-21-global-workforce-111516862.html,"Nio To Eliminate 21% Of Global Workforce As Q2 Loss Widens, August Deliveries Miss Mark"
42,nio,Sep-24-19,06:00AM,https://finance.yahoo.com/news/nio-inc-china-host-earnings-100000555.html,"NIO, Inc. (China) to Host Earnings Call"
43,nio,Sep-24-19,04:05AM,https://finance.yahoo.com/news/nio-inc-cancels-second-quarter-080500724.html,NIO Inc. Cancels Second Quarter 2019 Earnings Conference Call
44,nio,Sep-24-19,04:00AM,https://finance.yahoo.com/news/nio-inc-reports-unaudited-second-080000233.html,NIO Inc. Reports Unaudited Second Quarter 2019 Financial Results
45,nio,Sep-24-19,02:48AM,https://finance.yahoo.com/video/chinas-tesla-under-mounting-pressure-064838949.html,China's 'Tesla' Under Mounting Pressure to Turn a Profit
46,nio,Sep-23-19,04:24PM,https://finance.yahoo.com/news/stock-market-today-sleepy-session-202453350.html,Stock Market Today: Sleepy Session as Earnings Lurk Ahead
47,nio,Sep-23-19,02:48PM,https://www.marketwatch.com/story/nios-stock-tumbles-ahead-of-4th-earnings-report-as-a-public-company-2019-09-23?siteid=yhoof2&yptr=yahoo,Nio's stock tumbles ahead of 4th earnings report as a public company
48,nio,Sep-23-19,09:35AM,https://finance.yahoo.com/news/5-billion-losses-china-tesla-210000620.html,"After $5 Billion in Losses, Chinas NIO Battles for Survival"
